ABL1
ABL1
ARAF
ARID1A
ASXL1
ATM
B2M
BCL11B
BCL2
BCOR
BCORL1
BCR
BIRC3
BRAF
BTK
CALR
CARD11
CBL
CCND3
CD79B
CEBPA
CHEK2
CIITA
CREBBP
CSF1R
CSF3R
CUX1
CXCR4
DDX41
DIS3
DNMT3A
EP300
ERBB3
ETNK1
ETV6
EZH2
FAM46C
FBXW7
FLT3
FOXO1
FYN
GATA1
GATA2
GNB1
HRAS
ID3
IDH1
IDH2
IKZF1
IL7R
IRF4
JAK2
KIT
KMT2A
KMT2C
KRAS
MAP2K1
MAP3K1
MEF2B
MPL
MYD88
NF1
NFE2
NFKBIE
NOTCH1
NPM1
NRAS
NUDT15
PHF6
PIK3CA
PIK3CD
PLCG1
PLCG2
POT1
PPM1D
PRPF8
PTEN
PTPN11
RAD21
RHOA
RUNX1
SETBP1
SF3B1
SH2B3
SRSF2
STAG2
STAT3
STAT5B
TCF3
TET2
TNFAIP3
TP53
TPMT
U2AF1
UBA1
VAV1
WT1
ZNF217
ZRSR2
