21M00305-control,w3,DNA,Tumour
21M00305-control,w3,DNA,Lung
21M00305-control,w3,DNA,Glioma
21M00305-control,w3,DNA,Thyroid
21M00305-control,w3,DNA,GIST
21M00305-control,w3,DNA,Melanoma
21M00305-control,w3,DNA,Colorectal
